x,y,source,highlight
-0.09793566,-0.23750512,client.py,0
-0.08152037,-0.23293997,client.py,0
-0.19129719,-0.25786832,client.py,0
0.004941255,0.38475388,pfm.py,0
-0.005158729,0.3423511,pfm.py,0
-0.0764464,0.23262538,pfm.py,0
0.059439346,0.3677193,pfm.py,0
-0.05405203,0.38508642,pfm.py,0
-0.046248812,0.38236487,pfm.py,0
-0.098946735,0.20684478,types.py,0
-0.13590378,0.21116616,types.py,0
-0.088346496,0.26562646,types.py,0
-0.1488619,0.21261819,types.py,0
0.010034482,-0.030570315,types.py,0
0.060355566,0.22832881,types.py,0
0.06518067,0.19071624,types.py,0
-0.035579264,0.16917159,types.py,0
0.054739382,0.19414876,types.py,0
0.006106019,0.23485284,types.py,0
0.03467028,0.2505394,types.py,0
0.08358711,0.24923512,types.py,0
0.10369042,0.21980985,types.py,0
0.12266373,0.2175723,types.py,0
0.12708806,0.20467739,types.py,0
-0.07988015,0.19729716,types.py,0
0.011798442,0.16006914,types.py,0
0.006284878,0.23442827,types.py,0
-0.01902443,0.16207154,types.py,0
-0.013244355,0.14268471,types.py,0
0.15011843,0.078673735,types.py,0
0.16769873,0.20613809,types.py,0
0.08619922,0.26382202,types.py,0
0.1293456,0.10079349,types.py,0
0.03868824,0.038339403,types.py,0
0.1322406,0.108804375,types.py,0
0.06149483,0.098292015,types.py,0
0.1406169,0.028308544,types.py,0
0.029066347,0.083947286,types.py,0
-0.18017067,0.13721986,types.py,0
-0.078936644,0.16210288,types.py,0
0.039123457,-0.14628586,types.py,0
0.097740866,-0.17586602,types.py,0
0.16164136,-0.20453064,types.py,0
0.1220141,0.05721969,types.py,0
0.028539296,-0.084779285,types.py,0
0.058783963,-0.029898223,types.py,0
-0.029408317,0.14420137,types.py,0
0.06908523,0.12652263,types.py,0
0.008139354,0.103376985,types.py,0
0.07557317,0.12466265,types.py,0
0.22495511,0.080748424,types.py,0
0.27635297,0.12415993,types.py,0
0.19901107,0.06592077,types.py,0
0.2777604,0.12319156,types.py,0
0.15375715,0.039252996,types.py,0
0.23728573,0.1814421,types.py,0
0.1283874,0.074371,types.py,0
0.23469484,0.184352,types.py,0
0.118745975,0.20694281,types.py,0
-0.005207444,0.23809512,utils.py,0
0.02324834,0.3508733,utils.py,0
-0.09268784,0.19779453,utils.py,0
0.036411285,0.26992646,utils.py,0
0.35287723,0.09018387,utils.py,0
0.24930821,0.14155045,utils.py,0
-0.16834839,-0.011403384,utils.py,0
-0.06260002,0.21934912,utils.py,0
-0.02675953,0.4014829,utils.py,0
0.008080659,0.3249726,utils.py,0
-0.020328563,0.39911717,utils.py,0
-0.051862724,0.42799896,utils.py,0
-0.093645655,0.32295474,utils.py,0
-0.11284936,0.17009267,__init__.py,0
